Year,Company Name,Country,Industry (Exiobase),Total Environmental Intensity (Revenue),Total Environmental Intensity (Operating Income),Total Environmental Cost,Working Capacity,Fish Production Capacity,Crop Production Capacity,Meat Production Capacity,Biodiversity,Abiotic Resources,Water production capacity (Drinking water & Irrigation Water),Wood Production Capacity,% Imputed
2011,"SEGA SAMMY HOLDINGS,INCORPORATED",Japan,Manufacture of rubber and plastic products (25),-0.42%,-2.40%,"(2,14,19,324)","(2,09,41,494)","(4,938)","(2,91,542)","(62,375)",(885),"(1,737)","(1,17,571)","1,216",2%
2011,AMER SPORTS OYJ,Finland,Manufacture of rubber and plastic products (25),-0.43%,-6.71%,"(1,05,82,617)","(1,00,51,636)","(2,796)","(1,10,391)","(24,422)",(436),"(3,42,132)","(51,863)","1,059",9%
2011,"HASBRO,INC.",United States,Manufacture of rubber and plastic products (25),-0.16%,-1.16%,"(68,92,565)","(67,12,873)","(2,316)","(85,046)","(19,912)",(346),"(16,086)","(57,688)","1,702",17%
2011,EVEREST TEXTILE COMPANY LIMITED,Taiwan,Manufacture of textiles (17),-3548.14%,-135676.71%,"(8,79,68,04,772)","(7,78,52,496)","(18,176)","(10,34,209)","(2,41,553)","(3,253)","(10,120)","(8,71,76,45,322)",358,0%
2011,FORMOSA TAFFETA COMPANY LIMITED,Taiwan,Manufacture of textiles (17),-10.46%,-135.82%,"(18,35,29,496)","(17,29,09,905)","(45,157)","(23,05,299)","(5,36,704)","(7,741)","(71,626)","(76,67,570)","14,505",1%
2011,ITC LTD,India,Manufacture of tobacco products (16),-15.03%,-49.70%,"(63,18,52,268)","(44,88,76,939)","(1,02,973)","(50,67,246)","(11,78,228)","(17,147)","(46,94,086)","(17,18,81,079)","(34,571)",17%
2011,KT & G CORPORATION,South Korea,Manufacture of tobacco products (16),-0.74%,-2.68%,"(2,39,26,225)","(2,30,99,527)","(8,076)","(2,95,093)","(68,358)","(1,247)","(42,516)","(4,19,146)","7,738",18%
2011,SWEDISH MATCH AB,Sweden,Manufacture of tobacco products (16),-0.83%,-2.83%,"(1,41,42,590)","(1,22,36,972)","(2,798)","(1,62,748)","(38,156)",(509),-  ,"(17,01,406)",-  ,0%
2011,GILDAN ACTIVEWEAR INC.,Canada,Manufacture of wearing apparel; dressing and dyeing of fur (18),-6.62%,-47.92%,"(11,25,90,320)","(10,32,36,239)","(25,436)","(13,62,569)","(3,17,906)","(4,496)","(15,436)","(76,33,932)","5,694",3%
2011,LVMH MOET HENNESSY LOUIS VUITTON SE,France,Manufacture of wearing apparel; dressing and dyeing of fur (18),-0.29%,-1.29%,"(8,76,58,806)","(8,07,85,556)","(24,996)","(12,07,625)","(2,38,264)","(4,141)","(52,967)","(53,72,251)","26,994",14%
2011,"HANESBRANDS,INC.",United States,Manufacture of wearing apparel; dressing and dyeing of fur (18),-1.74%,-16.89%,"(8,07,71,786)","(6,53,16,998)","(24,689)","(8,19,601)","(1,85,861)","(3,673)","(2,18,911)","(1,42,28,517)","26,465",17%
2011,ESSILORLUXOTTICA SA,France,Manufacture of wearing apparel; dressing and dyeing of fur (18),-0.29%,-1.69%,"(1,56,51,437)","(1,38,41,001)","(4,320)","(2,07,668)","(40,743)",(714),"(9,379)","(15,52,390)","4,780",13%
2011,COMPAGNIE FINANCIERE RICHEMONT SA,Switzerland,Manufacture of wearing apparel; dressing and dyeing of fur (18),-0.13%,-0.65%,"(1,50,03,929)","(1,45,31,374)","(5,073)","(1,97,660)","(43,675)",(770),"(7,787)","(2,22,193)","4,602",19%
2011,KERING,France,Manufacture of wearing apparel; dressing and dyeing of fur (18),0.01%,0.09%,"19,58,341","23,45,158","(2,834)","(37,651)","14,357",(305),"(27,374)","(3,46,961)","13,951",18%
2011,FORMOSA PLASTICS CORPORATION,Taiwan,"Mining of chemical and fertilizer minerals,production of salt,other mining and quarrying n.e.c.",-251.09%,-2145.76%,"(17,97,34,39,455)","(17,58,55,03,080)","(41,75,144)","(23,21,14,110)","(5,38,91,554)","(7,45,738)","(27,26,554)","(9,47,60,411)","4,77,135",0%
2011,SAUDI BASIC INDUSTRIES CORPORATION SJSC,Saudi Arabia,"Mining of chemical and fertilizer minerals,production of salt,other mining and quarrying n.e.c.",-30.09%,-117.01%,"(15,23,32,05,370)","(14,09,61,97,423)","(55,62,302)","(16,90,30,960)","(3,98,16,682)","(7,52,399)","(2,50,88,624)","(89,90,58,902)","23,01,923",18%
2011,LYONDELLBASELL INDUSTRIES NV,United States,"Mining of chemical and fertilizer minerals,production of salt,other mining and quarrying n.e.c.",-20.42%,-242.13%,"(7,45,79,81,682)","(6,94,50,43,894)","(16,82,846)","(9,14,78,278)","(2,13,79,823)","(2,96,041)","(1,35,02,514)","(38,47,90,744)","1,92,458",2%
2011,LG CHEM LIMITED,South Korea,"Mining of chemical and fertilizer minerals,production of salt,other mining and quarrying n.e.c.",-9.79%,-79.04%,"(1,91,68,79,118)","(1,81,21,86,738)","(4,15,549)","(2,33,24,079)","(54,17,696)","(74,700)","(8,22,394)","(7,46,34,807)","(3,155)",7%
2011,MITSUI CHEMICALS INCORPORATED,Japan,"Mining of chemical and fertilizer minerals,production of salt,other mining and quarrying n.e.c.",-9.57%,-328.56%,"(1,73,17,82,300)","(1,64,43,52,873)","(4,16,392)","(2,19,80,704)","(51,24,484)","(72,558)","(1,42,738)","(5,98,03,078)","1,10,527",1%
2011,ASAHI KASEI CORPORATION,Japan,"Mining of chemical and fertilizer minerals,production of salt,other mining and quarrying n.e.c.",-7.22%,-93.84%,"(1,49,95,39,857)","(1,43,64,28,323)","(4,10,176)","(1,89,77,742)","(44,41,304)","(65,312)","(1,63,935)","(3,91,81,810)","1,28,746",1%
2011,"TORAY INDUSTRIES,INC.",Japan,"Mining of chemical and fertilizer minerals,production of salt,other mining and quarrying n.e.c.",-7.38%,-113.40%,"(1,47,63,50,107)","(1,40,49,01,950)","(3,72,307)","(1,85,85,712)","(43,57,097)","(62,048)","(1,57,915)","(4,79,97,033)","83,954",1%
2011,CABOT CORPORATION,United States,"Mining of chemical and fertilizer minerals,production of salt,other mining and quarrying n.e.c.",-45.92%,-562.99%,"(1,42,43,56,397)","(1,28,32,69,057)","(2,94,185)","(1,69,76,915)","(39,75,708)","(53,308)","(11,47,072)","(11,86,38,777)","(1,374)",1%
2011,LOTTE CHEMICAL CORP,South Korea,"Mining of chemical and fertilizer minerals,production of salt,other mining and quarrying n.e.c.",-10.42%,-112.72%,"(1,41,24,64,934)","(1,32,73,04,448)","(3,24,475)","(1,71,87,949)","(39,93,768)","(57,063)","(5,69,406)","(6,30,86,571)","58,746",6%
2011,TATA CHEMICALS LIMITED,India,"Mining of chemical and fertilizer minerals,production of salt,other mining and quarrying n.e.c.",-62.49%,N/A,"(1,00,44,95,033)","(79,16,47,374)","(2,01,304)","(1,05,22,791)","(24,70,230)","(34,573)","(1,826)","(19,96,55,662)","38,727",0%
2011,METHANEX CORPORATION,Canada,"Mining of chemical and fertilizer minerals,production of salt,other mining and quarrying n.e.c.",-32.77%,-248.44%,"(84,27,48,790)","(82,12,44,123)","(1,95,290)","(1,08,84,027)","(25,52,254)","(34,556)","(29,920)","(78,16,302)","7,681",1%
2011,CHINA PETROCHEMICAL DEVELOPMENT CORPORATION,Taiwan,"Mining of chemical and fertilizer minerals,production of salt,other mining and quarrying n.e.c.",-54.57%,-441.29%,"(78,94,16,851)","(77,26,80,152)","(2,07,739)","(99,19,241)","(22,19,035)","(34,951)","(5,51,049)","(39,01,116)","96,431",0%
2011,ORICA LIMITED,Australia,"Mining of chemical and fertilizer minerals,production of salt,other mining and quarrying n.e.c.",-11.99%,-82.03%,"(76,00,77,699)","(68,87,88,358)","(1,89,263)","(92,66,153)","(21,69,628)","(32,276)","(39,785)","(5,96,87,135)","94,899",0%
2011,HANWHA CHEMICAL,South Korea,"Mining of chemical and fertilizer minerals,production of salt,other mining and quarrying n.e.c.",-10.70%,-260.75%,"(73,35,06,933)","(70,14,91,103)","(1,56,540)","(90,55,794)","(21,04,846)","(28,577)","(2,88,062)","(2,03,72,006)","(10,005)",6%
2011,TEIJIN LTD,Japan,"Mining of chemical and fertilizer minerals,production of salt,other mining and quarrying n.e.c.",-6.48%,-108.78%,"(68,66,86,833)","(66,31,38,340)","(2,09,003)","(87,13,730)","(20,41,322)","(31,288)","(83,656)","(1,25,53,135)","83,641",10%
2011,DENKA CO LTD,Japan,"Mining of chemical and fertilizer minerals,production of salt,other mining and quarrying n.e.c.",-14.28%,-207.57%,"(66,42,44,489)","(62,45,67,640)","(1,86,600)","(84,53,934)","(19,79,059)","(31,021)","(36,707)","(2,91,21,810)","1,32,283",0%
2011,CAPRO CORPORATION,South Korea,"Mining of chemical and fertilizer minerals,production of salt,other mining and quarrying n.e.c.",-54.32%,-294.52%,"(54,99,64,933)","(53,80,52,213)","(1,27,558)","(71,29,247)","(16,68,762)","(22,845)","(42,533)","(29,34,303)","12,530",2%
2011,KURARAY CO LTD,Japan,"Mining of chemical and fertilizer minerals,production of salt,other mining and quarrying n.e.c.",-10.51%,-71.91%,"(49,62,78,127)","(48,37,42,722)","(1,28,154)","(64,81,062)","(15,11,817)","(21,945)","(37,250)","(44,03,010)","47,834",1%
2011,KANEKA CORPORATION,Japan,"Mining of chemical and fertilizer minerals,production of salt,other mining and quarrying n.e.c.",-6.61%,-139.53%,"(38,96,69,253)","(37,70,53,602)","(94,844)","(50,77,501)","(11,69,410)","(16,655)","(46,546)","(62,39,058)","28,364",1%
2011,TOYOBO CO LTD,Japan,"Mining of chemical and fertilizer minerals,production of salt,other mining and quarrying n.e.c.",-8.23%,-128.13%,"(36,42,33,369)","(29,11,98,533)","(85,086)","(38,51,219)","(9,04,147)","(13,513)","(34,930)","(6,81,79,036)","33,096",3%
2011,MEXICHEM SAB DE CV,Mexico,"Mining of chemical and fertilizer minerals,production of salt,other mining and quarrying n.e.c.",-10.10%,-69.42%,"(35,51,18,067)","(25,46,48,747)","(62,059)","(33,93,486)","(7,95,355)","(11,004)","(20,300)","(9,61,97,681)","10,565",0%
2011,ZEON CORPORATION,Japan,"Mining of chemical and fertilizer minerals,production of salt,other mining and quarrying n.e.c.",-5.83%,-44.62%,"(20,49,20,809)","(19,69,88,293)","(52,417)","(26,06,895)","(6,11,683)","(8,761)","(27,731)","(46,38,536)","13,508",1%
2011,ADEKA CORPORATION,Japan,"Mining of chemical and fertilizer minerals,production of salt,other mining and quarrying n.e.c.",-2.73%,-33.35%,"(6,32,18,661)","(6,18,74,206)","(19,104)","(7,90,843)","(1,86,983)","(2,742)","(18,276)","(3,28,888)","2,382",8%
2011,ESSENTRA PLC,United Kingdom,"Mining of chemical and fertilizer minerals,production of salt,other mining and quarrying n.e.c.",-2.21%,-14.73%,"(1,85,93,188)","(1,81,08,366)","(5,039)","(2,23,757)","(52,391)",(775),"(54,510)","(1,48,706)",357,4%
2011,NATIONAL PEROXIDE LIMITED,India,"Mining of chemical and fertilizer minerals,production of salt,other mining and quarrying n.e.c.",-48.62%,-105.83%,"(1,66,66,053)","(1,63,04,589)","(3,743)","(2,16,808)","(50,832)",(680),(39),"(89,386)",24,0%
2011,BANPU PCL,Thailand,Mining of coal and lignite; extraction of peat (10),-47.36%,-229.87%,"(1,69,63,86,416)","(1,54,03,85,340)","(5,56,992)","(1,64,99,265)","(39,33,509)","(2,05,279)","(84,49,737)","(12,64,50,451)","94,156",4%
2011,WHITEHAVEN COAL LTD,Australia,Mining of coal and lignite; extraction of peat (10),-24.15%,-163.58%,"(15,40,47,866)","(15,05,14,786)","(41,155)","(16,80,301)","(3,95,733)","(6,169)","(7,10,783)","(6,95,722)","(3,218)",6%
2011,ALCOA CORP,United States,Mining of other non-ferrous metal ores and concentrates,-89.55%,N/A,"(13,17,12,82,336)","(12,64,65,75,661)","(41,56,711)","(15,84,64,527)","(3,74,04,133)","(5,85,334)","(55,24,610)","(31,97,64,620)","11,93,260",6%
2011,HINDALCO INDUSTRIES LIMITED,India,Mining of other non-ferrous metal ores and concentrates,-56.75%,-1053.37%,"(7,68,66,96,153)","(5,75,03,88,609)","(12,84,887)","(7,30,67,919)","(1,70,82,704)","(2,31,770)","(22,29,564)","(1,84,22,48,619)","(1,62,083)",6%
2011,HARMONY GOLD MINING COMPANY LIMITED,South Africa,Mining of other non-ferrous metal ores and concentrates,-144.08%,-4112.60%,"(2,22,15,53,078)","(1,98,47,07,613)","(4,36,912)","(2,35,77,303)","(55,29,471)","(75,809)","(43,203)","(20,70,15,066)","(1,67,701)",13%
2011,BARRICK GOLD CORP,Canada,Mining of other non-ferrous metal ores and concentrates,-9.37%,-19.23%,"(1,32,21,17,525)","(1,28,62,18,099)","(4,44,446)","(1,60,43,433)","(38,11,427)","(60,077)","(7,97,115)","(1,48,62,577)","1,19,650",15%
2011,NEWCREST MINING LIMITED,Australia,Mining of other non-ferrous metal ores and concentrates,-13.43%,-35.48%,"(56,49,50,424)","(55,08,90,829)","(1,78,233)","(72,11,376)","(16,69,242)","(27,470)","(2,15,357)","(48,76,642)","1,18,726",7%
2011,KINROSS GOLD CORPORATION,Canada,Mining of other non-ferrous metal ores and concentrates,-12.95%,-36.62%,"(50,36,51,097)","(30,06,67,508)","(1,10,171)","(37,05,940)","(8,82,648)","(14,317)","(2,19,624)","(19,80,83,854)","32,966",12%
2011,OCEANAGOLD CORP,Australia,Mining of other non-ferrous metal ores and concentrates,-24.32%,-122.61%,"(9,21,76,106)","(5,65,69,629)","(14,786)","(7,43,799)","(1,71,935)","(2,545)","(19,409)","(3,46,59,561)","5,558",3%
2011,AGNICO-EAGLE MINES LTD,Canada,Mining of other non-ferrous metal ores and concentrates,-5.11%,-18.43%,"(9,18,45,956)","(10,16,41,672)","(26,834)","(12,80,702)","(3,01,013)","(4,361)","(1,01,466)","1,15,07,316","2,776",9%
2011,CENTERRA GOLD INC.,Canada,Mining of other non-ferrous metal ores and concentrates,-8.91%,-23.67%,"(8,96,09,237)","(8,77,19,454)","(30,776)","(10,90,867)","(2,59,322)","(4,117)","(56,829)","(4,56,403)","8,530",16%
2011,PETROPAVLOVSK PLC,Russia,Mining of other non-ferrous metal ores and concentrates,-10.40%,-30.09%,"(8,15,96,880)","(6,03,74,920)","(14,508)","(7,94,773)","(1,84,243)","(2,587)","(63,987)","(2,01,64,397)","2,535",0%
2011,PAN AMERICAN SILVER CORPORATION,Canada,Mining of other non-ferrous metal ores and concentrates,-7.42%,-17.03%,"(6,09,74,035)","(3,99,70,236)","(17,891)","(4,69,713)","(1,13,039)","(2,045)","(46,408)","(2,03,61,669)","6,966",18%
2011,NEW GOLD INC,Canada,Mining of other non-ferrous metal ores and concentrates,-8.67%,-22.54%,"(5,95,13,279)","(5,45,44,169)","(19,782)","(6,73,737)","(1,60,392)","(2,588)","(38,761)","(40,79,668)","5,818",16%
2011,POLYMETAL INTERNATIONAL PLC,Russia,Mining of other non-ferrous metal ores and concentrates,-4.38%,-12.75%,"(5,80,87,302)","(4,60,85,379)","(45,393)","(2,06,433)","54,907","(5,587)","(31,66,706)","(87,58,186)","1,25,475",19%
2011,IAMGOLD CORP,Canada,Mining of other non-ferrous metal ores and concentrates,-2.97%,-7.90%,"(4,89,39,316)","(3,85,23,392)","(31,244)","(4,07,238)","(1,01,207)","(2,945)","(93,189)","(98,09,299)","29,198",18%
2011,SEMAFO INC,Canada,Mining of other non-ferrous metal ores and concentrates,-8.57%,-22.01%,"(3,34,55,206)","(2,77,60,158)","(10,506)","(3,39,799)","(81,051)","(1,336)","(22,051)","(52,43,615)","3,310",16%
2011,SARACEN MINERAL HOLDINGS LIMITED,Australia,Mining of other non-ferrous metal ores and concentrates,-12.42%,-44.11%,"(2,01,05,052)","(1,95,97,928)","(5,272)","(2,56,991)","(59,206)",(897),"(8,290)","(1,78,843)","2,374",5%
2011,DUNDEE PRECIOUS METALS INC.,Canada,Mining of other non-ferrous metal ores and concentrates,355.04%,1569.79%,"1,18,48,57,523","1,15,69,87,990","(5,01,007)","2,06,97,704","44,64,283","32,794","(18,852)","31,91,780","2,830",0%
2011,YARA INTERNATIONAL ASA,Norway,N-fertiliser,-27.73%,-197.92%,"(3,61,16,27,179)","(3,35,77,12,811)","(8,28,121)","(4,39,38,096)","(1,02,94,224)","(1,44,022)","(38,52,383)","(19,49,68,965)","1,11,445",3%
2011,FMC CORPORATION,United States,N-fertiliser,-31.31%,-171.51%,"(1,05,75,28,615)","(97,85,42,853)","(3,54,444)","(1,24,15,381)","(29,28,626)","(48,490)","(17,89,465)","(6,16,20,803)","1,71,448",17%
2011,NUFARM LIMITED,Australia,N-fertiliser,-1.69%,-20.01%,"(3,61,84,809)","(3,00,94,522)","(8,069)","(3,88,564)","(90,731)","(1,376)","(52,949)","(55,52,057)","3,459",7%
2011,FIRSTGROUP PLC,United Kingdom,Other land transport,-6.63%,-102.79%,"(66,21,56,339)","(64,68,84,341)","(2,34,791)","(89,37,107)","(20,89,470)","(37,214)","(11,849)","(42,33,569)","2,72,002",0%
2011,NIPPON EXPRESS CO LIMITED,Japan,Other land transport,-1.80%,-92.01%,"(37,82,88,929)","(36,97,26,959)","(85,197)","(49,12,777)","(11,51,664)","(15,457)","(4,002)","(23,94,754)","1,882",0%
2011,STAGECOACH GROUP PLC,United Kingdom,Other land transport,-9.73%,-727.00%,"(36,15,46,336)","(35,37,07,471)","(81,590)","(47,00,584)","(11,01,920)","(14,798)","(4,404)","(19,37,635)","2,067",1%
2011,"RYDER SYSTEM,INC.",United States,Other land transport,-2.88%,-50.68%,"(17,44,70,883)","(16,93,66,164)","(38,731)","(22,52,578)","(5,28,079)","(7,049)",(13),"(22,78,273)",5,0%
2011,NATIONAL EXPRESS GROUP PLC,United Kingdom,Other land transport,-4.39%,-57.11%,"(15,26,55,751)","(14,93,47,543)","(34,811)","(19,82,895)","(4,64,773)","(6,287)","(4,124)","(8,17,253)","1,936",1%
2011,GETLINK SE,France,Other land transport,-3.59%,-12.90%,"(3,93,71,517)","(3,84,98,693)","(8,918)","(5,12,480)","(1,20,142)","(1,616)",-  ,"(2,30,024)",357,1%
2011,AGGREKO PLC,United Kingdom,Other service activities (93),-164.74%,-680.84%,"(3,57,42,25,131)","(3,49,64,96,993)","(7,99,763)","(4,65,02,133)","(1,09,02,288)","(1,45,542)","(2,357)","(1,93,76,388)",335,0%
2011,ROYAL CARIBBEAN CRUISES LTD.,United States,Other service activities (93),-18.07%,-177.13%,"(1,36,21,86,435)","(1,32,49,18,904)","(3,03,668)","(1,76,16,288)","(41,27,732)","(55,209)","(6,942)","(1,51,59,823)","2,131",0%
2011,TUI AG,Germany,Other service activities (93),-4.53%,-155.34%,"(1,02,80,89,619)","(1,00,42,40,293)","(5,73,314)","(1,47,11,409)","(34,23,249)","(82,325)","(1,17,927)","(60,11,360)","10,70,259",0%
2011,"MARRIOTT INTERNATIONAL,INC.",United States,Other service activities (93),-27.07%,-110.01%,"(94,05,55,925)","(86,47,56,616)","(1,98,070)","(1,14,98,811)","(26,94,778)","(36,022)","(3,200)","(6,13,69,411)",982,0%
2011,"YUM! BRANDS,INC.",United States,Other service activities (93),-6.07%,-38.87%,"(76,69,69,395)","(75,03,48,021)","(1,72,728)","(99,71,528)","(23,33,846)","(31,338)","(11,629)","(41,03,875)","3,570",0%
2011,INTERCONTINENTAL HOTELS GROUP PLC,United Kingdom,Other service activities (93),-39.89%,-128.94%,"(70,52,81,327)","(68,97,89,042)","(1,57,827)","(91,73,914)","(21,50,793)","(28,717)","(1,191)","(39,80,012)",169,0%
2011,HYATT HOTELS CORPORATION,United States,Other service activities (93),-20.85%,-304.32%,"(46,56,15,138)","(42,86,90,906)","(98,236)","(57,00,056)","(13,35,664)","(17,862)","(2,057)","(2,97,70,988)",631,0%
2011,TRANSAT AT INC,Canada,Other service activities (93),-12.79%,N/A,"(45,97,10,129)","(41,07,84,646)","(95,406)","(54,66,173)","(12,81,482)","(17,250)","(1,11,563)","(4,19,57,562)","3,953",8%
2011,"DARDEN RESTAURANTS,INC.",United States,Other service activities (93),-4.59%,-46.19%,"(34,45,50,024)","(33,70,85,173)","(77,760)","(44,78,458)","(10,47,615)","(14,094)","(6,908)","(18,42,137)","2,121",0%
2011,STARBUCKS CORPORATION,United States,Other service activities (93),-2.63%,-20.20%,"(30,79,92,127)","(30,13,24,962)","(69,959)","(40,00,249)","(9,34,185)","(12,642)","(10,777)","(16,42,662)","3,309",0%
2011,WYNDHAM DESTINATIONS INC,United States,Other service activities (93),-3.03%,-15.45%,"(12,88,90,234)","(11,70,02,622)","(27,139)","(15,53,452)","(3,62,871)","(4,906)","(3,918)","(99,36,529)","1,203",0%
2011,MILLENNIUM & COPTHORNE HOTELS PLC,United Kingdom,Other service activities (93),-7.62%,-36.58%,"(9,72,04,210)","(9,49,76,596)","(21,814)","(12,63,103)","(2,96,124)","(3,961)","(1,385)","(6,41,424)",197,0%
2011,MITCHELLS & BUTLERS PLC,United Kingdom,Other service activities (93),-3.10%,-18.93%,"(8,64,76,855)","(8,43,40,144)","(19,494)","(11,21,577)","(2,62,935)","(3,528)","(3,032)","(7,26,576)",431,0%
2011,MELIA HOTELS INTERNATIONAL SA,Spain,Other service activities (93),-4.95%,-43.01%,"(8,57,78,817)","(5,84,41,666)","(13,521)","(7,75,987)","(1,81,427)","(2,442)","(2,343)","(2,63,61,745)",313,0%
2011,SODEXO,France,Other service activities (93),-0.35%,-6.64%,"(7,28,14,425)","(7,12,24,811)","(17,258)","(9,49,997)","(2,22,632)","(3,073)","(8,043)","(3,91,464)","2,853",4%
2011,WHITBREAD PLC,United Kingdom,Other service activities (93),-2.64%,-13.46%,"(6,54,11,030)","(6,32,05,525)","(14,637)","(8,40,507)","(1,97,040)","(2,646)","(2,693)","(11,48,363)",382,1%
2011,J D WETHERSPOON PLC,United Kingdom,Other service activities (93),-3.81%,-39.94%,"(6,34,97,768)","(6,19,64,696)","(14,294)","(8,24,039)","(1,93,184)","(2,589)","(1,810)","(4,97,413)",257,0%
2011,STEELCASE INC.,United States,Other service activities (93),-2.36%,-70.03%,"(5,74,97,790)","(5,57,72,587)","(12,973)","(7,40,242)","(1,72,785)","(2,342)","(2,245)","(7,95,305)",689,1%
2011,NH HOTEL GROUP SA,Spain,Other service activities (93),-3.16%,N/A,"(5,45,53,782)","(3,97,05,707)","(9,236)","(5,26,809)","(1,23,009)","(1,662)","(2,335)","(1,41,85,335)",312,0%
2011,MANDARIN ORIENTAL INTERNATIONAL LTD,Hong Kong,Other service activities (93),-1.12%,-8.51%,"(5,33,84,768)","(5,22,19,790)","(12,589)","(6,90,253)","(1,58,760)","(2,204)","(23,217)","(2,79,161)","1,206",1%
2011,GREENE KING PLC,United Kingdom,Other service activities (93),-2.86%,-13.42%,"(4,62,88,967)","(4,48,21,324)","(10,370)","(5,96,040)","(1,39,731)","(1,876)","(1,760)","(7,18,117)",250,1%
2011,BRAMBLES LIMITED,Australia,Other service activities (93),-0.92%,-5.34%,"(4,31,77,393)","(4,22,36,011)","(9,843)","(5,68,096)","(1,30,647)","(1,777)","(2,134)","(2,29,731)",846,1%
2011,HONGKONG AND SHANGHAI HOTELS LIMITED (THE),Hong Kong,Other service activities (93),-6.67%,-39.89%,"(4,30,04,981)","(3,67,32,975)","(8,488)","(4,87,962)","(1,13,987)","(1,533)","(3,134)","(56,57,065)",163,0%
2011,PITNEY BOWES INC.,United States,Other service activities (93),-0.61%,-4.03%,"(3,22,78,395)","(3,15,84,233)","(7,697)","(4,16,780)","(96,061)","(1,360)","(4,861)","(1,68,896)","1,493",2%
2011,MARSTON'S PLC,United Kingdom,Other service activities (93),-2.91%,-13.49%,"(3,08,89,410)","(3,00,65,310)","(6,954)","(3,99,814)","(93,729)","(1,258)","(1,152)","(3,21,357)",164,1%
2011,SOCIETE B I C SA,France,Other service activities (93),-1.29%,-6.89%,"(3,04,93,216)","(2,92,42,131)","(6,797)","(3,89,221)","(91,241)","(1,229)",(914),"(7,62,006)",324,1%
2011,SECURITAS AB,Sweden,Other service activities (93),-0.29%,-6.07%,"(2,74,02,044)","(2,67,67,693)","(6,427)","(3,55,314)","(83,248)","(1,143)","(6,293)","(1,82,689)",763,3%
2011,DOMINO'S PIZZA GROUP PLC,United Kingdom,Other service activities (93),-8.39%,-42.02%,"(2,73,74,985)","(2,67,50,719)","(6,142)","(3,55,762)","(83,406)","(1,115)",(354),"(1,77,538)",50,0%
2011,KOKUYO CO LTD,Japan,Other service activities (93),-0.39%,-24.93%,"(1,31,94,051)","(1,27,86,284)","(2,914)","(1,69,911)","(39,663)",(531),"(4,003)","(1,90,750)",5,1%
2011,CITY LODGE HOTELS LTD,South Africa,Other service activities (93),-12.77%,-39.66%,"(1,25,05,529)","(1,22,33,056)","(2,791)","(1,62,463)","(38,022)",(508),"(1,812)","(66,859)",(18),1%
2011,OKAMURA CORPORATION,Japan,Other service activities (93),-0.52%,-34.19%,"(1,15,40,896)","(1,12,88,229)","(2,730)","(1,50,315)","(35,137)",(484),"(2,606)","(61,784)",389,1%
2011,HNI CORPORATION,United States,Other service activities (93),-0.57%,-12.59%,"(1,05,32,166)","(1,03,05,793)","(2,521)","(1,35,924)","(31,293)",(445),"(1,689)","(55,020)",518,2%
2011,DIGNITY PLC,United Kingdom,Other service activities (93),-2.18%,-7.23%,"(71,03,718)","(69,19,103)","(1,606)","(92,008)","(21,569)",(290),(355),"(68,837)",50,0%
2011,"HERMAN MILLER,INC.",United States,Other service activities (93),-0.42%,-5.46%,"(68,89,825)","(65,04,005)","(1,792)","(85,112)","(19,480)",(294),"(1,519)","(2,78,295)",673,2%
2011,DUNKIN BRANDS GROUP INC,United States,Other service activities (93),-0.86%,-2.55%,"(53,80,220)","(52,64,231)","(1,260)","(69,622)","(16,126)",(224),(579),"(28,354)",178,1%
2011,INVOCARE LTD,Australia,Other service activities (93),-1.22%,-6.39%,"(40,01,069)","(39,13,942)",(908),"(52,504)","(12,130)",(164),(151),"(21,329)",60,0%
2011,HOMESERVE PLC,United Kingdom,Other service activities (93),-0.38%,-1.75%,"(27,60,569)","(26,32,804)",(656),"(34,985)","(8,198)",(114),(789),"(83,136)",112,2%
2011,EDENRED S.A,France,Other service activities (93),-0.12%,-0.36%,"(16,71,065)","(15,56,621)",(418),"(20,878)","(4,889)",(72),(517),"(87,853)",183,9%
2011,"KING JIM CO.,LTD.",Japan,Other service activities (93),-0.31%,-9.76%,"(11,77,451)","(11,51,557)",(313),"(15,312)","(3,577)",(52),(456),"(6,289)",105,9%
2011,PAYPOINT PLC,United Kingdom,Other service activities (93),-0.19%,-1.01%,"(5,66,152)","(3,31,834)",(98),"(4,401)","(1,030)",(16),(326),"(2,28,494)",46,8%
2011,CARNIVAL CORP,United States,Other service activities (93),33.33%,230.56%,"5,26,37,00,101","5,15,55,03,686","(18,89,503)","6,60,69,769","1,51,77,110","(60,654)","(14,546)","2,21,17,633","67,96,607",0%
2011,CARNIVAL PLC,United States,Other service activities (93),53.67%,371.27%,"5,26,56,53,309","5,15,74,24,369","(18,89,368)","6,60,88,668","1,51,79,699","(60,618)","(9,037)","2,21,22,179","67,97,418",0%
2011,ARCONIC INC,United States,Paper,-53.91%,-757.98%,"(13,44,65,12,478)","(12,79,51,10,749)","(41,02,311)","(15,87,36,277)","(3,75,49,889)","(5,77,993)","(55,30,641)","(44,57,14,949)","8,10,332",7%
2011,INTERNATIONAL PAPER COMPANY,United States,Paper,-20.19%,-224.58%,"(5,25,73,17,955)","(4,13,78,57,847)","(15,61,357)","(4,81,42,845)","(1,11,24,005)","(2,10,440)","(57,72,319)","(1,05,36,16,323)","9,67,180",19%
